Unique_Investment_Identifier,Business_Case ID,Agency_Code,Agency_Name,Investment_Title,Project_ID,Agency_Project_ID,Project_Name,Duration_Year,Project_Status,Start_Date,Completion_Date,Planned_Project_Completion_Date,Projected_Actual_Project_Completion_Date,Schedule_Variance,Schedule_Variance,Lifecycle_Cost,Planned_Cost,Projected_Actual_Cost,Cost_Variance,Cost_Variance,Updated_Date,Updated_Time,Unique_Project_ID
012-000003225,116,12,Department of Labor,OASAM - HSPD-12,95,,Identity Asset Management (IAM) Development and Modernization Effort-GSS Integration-22,0,delay,2011-08-07T00:00:00Z,2011-08-25T00:00:00Z,2011-08-25T00:00:00Z,2011-07-12T00:00:00Z,-104,-216.67,0.0764,0.0764,0.076442,-4.20E-05,-0.05,2011-12-14T00:00:00Z,13:13:43,324501
012-000003225,116,12,Department of Labor,OASAM - HSPD-12,96,,Identity Asset Management (IAM) Development and Modernization Effort-CPS-23,0,delay,2011-06-17T00:00:00Z,2011-09-28T00:00:00Z,2011-09-28T00:00:00Z,2011-12-30T00:00:00Z,-93,-90.29,0.0964,0.0964,0.090523,0.005877,6.1,2012-02-27T00:00:00Z,13:46:58,324601
012-000003225,116,12,Department of Labor,OASAM - HSPD-12,97,,"Identity Asset Management (IAM) Development and Modernization Effort-Integration, Development, Testing-24",0,delay,2011-06-17T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,2011-12-30T00:00:00Z,-91,-86.67,0.137,0.1368,0.136739,6.10E-05,0.04,2012-02-27T00:00:00Z,13:46:58,324701
012-000000001,126,12,Department of Labor,ODEP - Disability.gov,98,,Public Outreach & Awareness,1,onTime,2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,0,0,1.0153,1.0153,1.0153,0,0,2012-04-13T00:00:00Z,07:38:49,101
012-000000001,126,12,Department of Labor,ODEP - Disability.gov,99,,Maintenance,1,onTime,2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,0,0,0.7807,0.7807,0.7807,0,0,2012-04-13T00:00:00Z,07:38:49,102
012-000000001,126,12,Department of Labor,ODEP - Disability.gov,100,,Cloud Migration,1,onTime,2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,2011-12-30T00:00:00Z,2011-12-30T00:00:00Z,0,0,0.05,0.05,0.05,0,0,2012-02-16T00:00:00Z,13:48:15,103
012-000003470,88,12,Department of Labor,OFCCP - Federal Contractor Compliance System,101,,FCCS - Deployment #1,1,onTime,2011-09-25T00:00:00Z,2012-12-16T00:00:00Z,,,0,0,6.402,6.402,6.402,0,0,2012-04-13T00:00:00Z,07:38:52,347001
012-000002005,127,12,Department of Labor,OPA - Enterprise Communications Initiative,103,,DOL Events Management Platform,0,delay,2011-01-19T00:00:00Z,2011-10-21T00:00:00Z,2011-10-21T00:00:00Z,2011-12-15T00:00:00Z,-55,-20,0.33,0.211988,0.103087,0.108901,51.37,2012-03-14T00:00:00Z,08:09:16,2005020000
012-000002005,127,12,Department of Labor,OPA - Enterprise Communications Initiative,105,,Feedback Script,0,delay,2011-01-21T00:00:00Z,2011-03-10T00:00:00Z,2011-03-10T00:00:00Z,2011-10-21T00:00:00Z,-18,-7.06,0.0971,0.0971,0.094995,0.002105,2.17,2012-02-21T00:00:00Z,10:34:56,2005040000
012-000002005,127,12,Department of Labor,OPA - Enterprise Communications Initiative,106,,DOL Numbers Mobile App,0,delay,2011-07-25T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,2011-11-11T00:00:00Z,-42,-62.69,0.08507,0.08507,0.056219,0.028851,33.91,2012-02-21T00:00:00Z,10:34:56,2005050000
012-000002005,127,12,Department of Labor,OPA - Enterprise Communications Initiative,109,,Backup software upgrade,0,delay,2011-01-07T00:00:00Z,2011-12-30T00:00:00Z,2011-12-30T00:00:00Z,2012-05-06T00:00:00Z,-158,-86.81,0.033184,0.013936,0.013936,0,0,2012-12-06T00:00:00Z,10:58:32,2005080000
012-000002005,127,12,Department of Labor,OPA - Enterprise Communications Initiative,110,,Web Application security scanner,0,advance,2011-01-07T00:00:00Z,2011-12-30T00:00:00Z,2011-12-30T00:00:00Z,2011-06-10T00:00:00Z,85,46.7,0.007,0.007,0.00626,7.40E-04,10.57,2012-02-21T00:00:00Z,10:34:56,2005090000
012-000002265,183,12,Department of Labor,OWCP - Energy Compensation System,111,,ECS Deployment,0,delay,2011-09-22T00:00:00Z,2011-12-31T00:00:00Z,2011-12-31T00:00:00Z,2012-01-13T00:00:00Z,-13,-13,0.928,0.928,1.084819,-0.156819,-16.9,2012-02-22T00:00:00Z,14:32:21,226501
012-000002265,183,12,Department of Labor,OWCP - Energy Compensation System,112,,ECS Maintenance Releases,1,onTime,2011-01-10T00:00:00Z,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,0,0,1.81809,1.81809,2.1687,-0.35061,-19.28,2012-11-08T00:00:00Z,11:45:28,226502
012-000002015,132,12,Department of Labor,OWCP - Integrated Federal Employees' Compensation System (iFECS),113,,ECOMP,1,delay,2010-06-15T00:00:00Z,2011-10-28T00:00:00Z,2010-09-29T00:00:00Z,2011-11-25T00:00:00Z,-422,-1029.27,2.486,0.111375,0.096169,0.015206,13.65,2011-12-14T00:00:00Z,13:13:43,201501
012-000002015,132,12,Department of Labor,OWCP - Integrated Federal Employees' Compensation System (iFECS),114,,3CI,1,delay,2010-09-04T00:00:00Z,2011-11-23T00:00:00Z,2010-09-30T00:00:00Z,2011-04-10T00:00:00Z,-369,-212.07,0.18,0.062318,0.186416,-0.124098,-199.14,2011-11-15T00:00:00Z,12:13:02,201502
012-000002015,132,12,Department of Labor,OWCP - Integrated Federal Employees' Compensation System (iFECS),115,,Maintenance,1,advance,2011-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-24T00:00:00Z,6,1.64,7.0438,7.0438,6.9718,0.072,1.02,2012-11-08T00:00:00Z,11:45:28,201503
012-000002015,132,12,Department of Labor,OWCP - Integrated Federal Employees' Compensation System (iFECS),116,,ICD-10,1,onTime,2012-01-17T00:00:00Z,2013-11-07T00:00:00Z,,,0,0,0.12,0.12,0.12,0,0,2012-12-06T00:00:00Z,10:58:33,201504
012-000003615,1047,12,Department of Labor,OWCP - OWCP Workers' Compensation System,117,,Initial Planning for OWCS,0,onTime,2012-09-07T00:00:00Z,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,0,0,0.005,0.005,0.005,0,0,2012-11-08T00:00:00Z,11:45:28,361501
012-000002045,121,12,Department of Labor,ETA - Foreign Labor Certification Systems (FLCS),118,,DME -- H-2A Phase 1,1,delay,2010-01-10T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,2012-10-16T00:00:00Z,-382,-104.95,0.66,0.66,0.830561,-0.170561,-25.84,2012-03-15T00:00:00Z,05:27:15,204501
012-000002045,121,12,Department of Labor,ETA - Foreign Labor Certification Systems (FLCS),119,,DME -- PERM Phase 1,1,delay,2010-11-15T00:00:00Z,2011-11-30T00:00:00Z,,,-1132,-297.89,1.19,1.19,2.367468,-1.177468,-98.95,2012-03-15T00:00:00Z,05:27:15,204502
012-000002045,121,12,Department of Labor,ETA - Foreign Labor Certification Systems (FLCS),120,,DME -- H-2B Phase 1,1,delay,2010-11-29T00:00:00Z,2011-12-30T00:00:00Z,,,-245,-61.87,1.04,1.04,1.053584,-0.013584,-1.31,2012-11-08T00:00:00Z,11:45:27,204503
012-000002045,121,12,Department of Labor,ETA - Foreign Labor Certification Systems (FLCS),121,,DME -- iCERT Portal/LCA/PW Phase 2,1,delay,2011-03-01T00:00:00Z,2012-05-03T00:00:00Z,2011-07-12T00:00:00Z,2012-03-26T00:00:00Z,-110,-32.54,1.04,1.04,0.689707,0.350293,33.68,2012-11-08T00:00:00Z,11:45:26,204504
012-000002045,121,12,Department of Labor,ETA - Foreign Labor Certification Systems (FLCS),122,,Maintenance -- Database management system software upgrade,0,delay,2011-06-06T00:00:00Z,2012-01-23T00:00:00Z,2012-01-23T00:00:00Z,2012-09-30T00:00:00Z,-251,-108.66,0.02,0.02,0.07,-0.05,-250,2012-11-08T00:00:00Z,11:45:27,204505
012-000002045,121,12,Department of Labor,ETA - Foreign Labor Certification Systems (FLCS),123,,Maintenance -- LCJR enhancements,0,delay,2011-06-30T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,2012-09-28T00:00:00Z,-364,-395.65,0.02,0.02,0.05,-0.03,-150,2012-11-08T00:00:00Z,11:45:27,204506
012-000002045,121,12,Department of Labor,ETA - Foreign Labor Certification Systems (FLCS),124,,Maintenance - LCA enhancements,0,delay,2011-03-10T00:00:00Z,2012-02-04T00:00:00Z,2012-02-04T00:00:00Z,2012-12-31T00:00:00Z,-273,-150,0.03,0.03,0.06,-0.03,-100,2012-11-08T00:00:00Z,11:45:27,204507
012-000002045,121,12,Department of Labor,ETA - Foreign Labor Certification Systems (FLCS),125,,Maintenance - Prevailing Wage enhancements,0,delay,2011-03-10T00:00:00Z,2012-02-04T00:00:00Z,2012-02-04T00:00:00Z,2012-12-31T00:00:00Z,-273,-150,0.03,0.03,0.06,-0.03,-100,2012-11-08T00:00:00Z,11:45:27,204508
012-000002045,121,12,Department of Labor,ETA - Foreign Labor Certification Systems (FLCS),126,,H-2A/H-2B Phase 2,1,delay,2011-02-11T00:00:00Z,2012-10-16T00:00:00Z,,,-14,-4.18,1,1,1.885136,-0.885136,-88.51,2012-12-06T00:00:00Z,10:58:30,204509
012-000001025,105,12,Department of Labor,EBSA - EFAST2,127,,Maintenance - System Rollover: System Rollover ImplementationFY11 - 12.,0,onTime,2011-07-07T00:00:00Z,2012-03-01T00:00:00Z,2012-03-01T00:00:00Z,2012-03-01T00:00:00Z,0,0,0.735,0.735,0.735,0,0,2012-03-13T00:00:00Z,12:21:59,1025-01
012-000001025,105,12,Department of Labor,EBSA - EFAST2,128,,Maintenance - System Rollover: System Rollover Implementation FY12 - 13.,0,onTime,2012-05-07T00:00:00Z,2013-03-01T00:00:00Z,2013-03-01T00:00:00Z,2013-03-01T00:00:00Z,0,0,0.756,0.756,0.756,0,0,2012-11-08T00:00:00Z,11:45:26,1025-02
012-000001025,105,12,Department of Labor,EBSA - EFAST2,129,,Contact Center Ramp Up 2011,0,onTime,2011-01-06T00:00:00Z,2011-10-31T00:00:00Z,2011-10-31T00:00:00Z,2011-10-31T00:00:00Z,0,0,0.587886,0.588,0.427276,0.160724,27.33,2012-03-13T00:00:00Z,12:21:59,1025-03
012-000001025,105,12,Department of Labor,EBSA - EFAST2,130,,Contact Center Ramp Up 2012,0,onTime,2012-01-06T00:00:00Z,2012-10-31T00:00:00Z,,,0,0,0.605522,0.606,0.405,0.201,33.17,2012-03-13T00:00:00Z,12:21:59,1025-04
012-000002035,106,12,Department of Labor,ETA - Unemployment Insurance Database Management System,131,,UI Internal Web-based Applications,1,delay,2011-01-10T00:00:00Z,2012-05-31T00:00:00Z,,,-92,-37.86,0.064572,0.064572,0.064572,0,0,2012-02-16T00:00:00Z,13:47:51,203501
012-000002035,106,12,Department of Labor,ETA - Unemployment Insurance Database Management System,132,,Conversion Efforts,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,0.180626,0.180626,0.180626,0,0,2012-02-16T00:00:00Z,13:47:51,203502
012-000002035,106,12,Department of Labor,ETA - Unemployment Insurance Database Management System,133,,Hardware Purchases Resources,0,delay,2012-01-04T00:00:00Z,2012-06-30T00:00:00Z,,,-62,-68.89,0.1411,0.1411,0.1411,0,0,2011-09-15T00:00:00Z,12:38:28,203503
012-000002035,106,12,Department of Labor,ETA - Unemployment Insurance Database Management System,134,,Software Licenses Purchase Resources,0,onTime,2012-01-07T00:00:00Z,2012-09-30T00:00:00Z,,,0,0,0.260251,0.260251,0.260251,0,0,2011-09-15T00:00:00Z,12:38:28,203504
012-000002055,109,12,Department of Labor,OLMS - Electronic Labor Organization Reporting System (e.LORS),135,,FY11 Quarter 4 e.LORS Application Release.,0,onTime,2011-01-07T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,0,0,0.15,0.15,0.148,0.002,1.33,2012-02-22T00:00:00Z,14:32:09,205511
012-000002055,109,12,Department of Labor,OLMS - Electronic Labor Organization Reporting System (e.LORS),137,,FY12 e.LORS Sytem Enhancements,1,onTime,2011-01-10T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,0.27,0.27,0.271,-0.001,-0.37,2012-03-14T00:00:00Z,06:52:47,205513
012-000002630,131,12,Department of Labor,OSHA - Information System (OIS),138,,DME OSHA Information System (OIS),7,onTime,2005-08-17T00:00:00Z,2013-02-10T00:00:00Z,,,0,0,68.329951,3.773342,3.779245,-0.005903,-0.16,2012-05-15T00:00:00Z,12:41:48,263001
012-000002630,131,12,Department of Labor,OSHA - Information System (OIS),139,,Maintenance-OSHA Information System (OIS),5,onTime,2011-03-14T00:00:00Z,2016-09-30T00:00:00Z,,,0,0,45.080149,7.007338,7.007338,0,0,2012-05-15T00:00:00Z,12:41:48,263002
024-000006006,205,24,Department of Homeland Security,USCG - Asset Logistics Management Information System (ALMIS),140,179174,ALMIS Project,25,delay,1996-01-10T00:00:00Z,2021-09-30T00:00:00Z,2012-01-14T00:00:00Z,2012-01-16T00:00:00Z,-2,-0.43,142.95,8.15,6.727,1.423,17.46,2012-02-24T00:00:00Z,04:43:44,1
024-000006117,197,24,Department of Homeland Security,USCG - Interagency Operations Centers (IOC),141,177634,Segment 1,4,delay,2008-09-24T00:00:00Z,2013-02-28T00:00:00Z,,,-31,-5.36,30.5,2.035,2.035,0,0,2012-08-21T00:00:00Z,04:12:13,1
024-000006117,197,24,Department of Homeland Security,USCG - Interagency Operations Centers (IOC),142,177635,Segment 2,6,onTime,2008-09-24T00:00:00Z,2014-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,37,3.53,3.53,0,0,2012-08-05T00:00:00Z,04:03:10,2
024-000006077,202,24,Department of Homeland Security,USCG - CG Business Intelligence (CGBI),143,177088,CGBI 3.0,0,advance,2011-08-02T00:00:00Z,2012-03-31T00:00:00Z,2012-03-31T00:00:00Z,2012-01-27T00:00:00Z,64,15.46,0.159,0.159,0.07,0.089,55.97,2012-07-24T00:00:00Z,04:11:43,11001
024-000006077,202,24,Department of Homeland Security,USCG - CG Business Intelligence (CGBI),144,177087,Cognos 10 upgrade,0,delay,2011-04-16T00:00:00Z,2012-01-07T00:00:00Z,2012-01-07T00:00:00Z,2012-01-08T00:00:00Z,-61,-13.8,0.25,0.25,0.25,0,0,2011-10-27T00:00:00Z,04:36:46,11002
024-000006077,202,24,Department of Homeland Security,USCG - CG Business Intelligence (CGBI),145,179924,Predictive Analytics Capability,3,advance,2009-01-09T00:00:00Z,2012-06-15T00:00:00Z,2012-06-15T00:00:00Z,2012-07-05T00:00:00Z,39,3.83,0.25,0.25,0.089,0.161,64.4,2012-05-29T00:00:00Z,04:22:31,11003
024-000006077,202,24,Department of Homeland Security,USCG - CG Business Intelligence (CGBI),146,179923,Data Quality capability,2,onTime,2010-04-15T00:00:00Z,2012-04-30T00:00:00Z,2012-04-30T00:00:00Z,2012-04-30T00:00:00Z,0,0,0.2,0.2,0.2,0,0,2012-05-29T00:00:00Z,04:22:31,11004
024-000004053,208,24,Department of Homeland Security,USSS - IT Infrastructure,147,177679,End User Systems & Support Maintenance Activities,2,onTime,2011-01-07T00:00:00Z,2013-05-31T00:00:00Z,,,0,0,3.153,3.153,8.335,-5.182,-164.35,2012-02-29T00:00:00Z,13:06:04,1
024-000004053,208,24,Department of Homeland Security,USSS - IT Infrastructure,148,177678,Mainframe and Servers Services & Support Maintenance Activities,1,onTime,2011-01-07T00:00:00Z,2012-09-30T00:00:00Z,2012-08-31T00:00:00Z,2012-08-31T00:00:00Z,0,0,0.12,0.12,0.556,-0.436,-363.33,2012-05-29T00:00:00Z,04:22:33,2
024-000004053,208,24,Department of Homeland Security,USSS - IT Infrastructure,149,177680,Telecommunications Systems & Support Maintenance Activities,1,onTime,2011-01-07T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,6.57,6.57,6.764,-0.194,-2.95,2012-08-23T00:00:00Z,04:14:06,3
024-000004053,208,24,Department of Homeland Security,USSS - IT Infrastructure,150,177681,Datacenter Migration,1,onTime,2011-01-07T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,18,18,20.8,-2.8,-15.56,2012-04-30T00:00:00Z,09:25:21,4
024-000006074,194,24,Department of Homeland Security,USCG - Ports and Waterways Safety System - IT,151,172879,AIS Recapitalization,1,delay,2011-02-17T00:00:00Z,2012-06-27T00:00:00Z,2012-06-27T00:00:00Z,2012-06-27T00:00:00Z,-65,-13.1,1.338,1.338,1.338,0,0,2012-04-30T00:00:00Z,10:29:58,1
024-000006074,194,24,Department of Homeland Security,USCG - Ports and Waterways Safety System - IT,152,179535,INVS Recapitalization,1,onTime,2010-02-12T00:00:00Z,2011-08-25T00:00:00Z,2011-08-25T00:00:00Z,2011-08-25T00:00:00Z,0,0,0.523,0.317,0.317,0,0,2012-04-30T00:00:00Z,10:29:58,2
024-000006115,203,24,Department of Homeland Security,USCG - CG-LIMS,153,176137,Segment 1,6,onTime,2011-01-07T00:00:00Z,2017-01-10T00:00:00Z,,,0,0,15.45,6.882,6.443,0.439,6.38,2012-02-23T00:00:00Z,07:00:28,1
024-000007001,167,24,Department of Homeland Security,FEMA - Integrated Public Alert & Warning System (IPAWS),154,171151,EAS PEP Expansion,3,onTime,2010-01-02T00:00:00Z,2013-07-19T00:00:00Z,2013-07-19T00:00:00Z,2013-07-19T00:00:00Z,0,0,50.281,30.168,30.168,0,0,2012-05-25T00:00:00Z,03:36:01,70011000
024-000007001,167,24,Department of Homeland Security,FEMA - Integrated Public Alert & Warning System (IPAWS),155,172215,EAS PEP Site Modernization,6,onTime,2011-08-31T00:00:00Z,2017-09-30T00:00:00Z,,,0,0,43.2,7.843,7.843,0,0,2012-04-25T00:00:00Z,04:14:02,70012000
024-000007001,167,24,Department of Homeland Security,FEMA - Integrated Public Alert & Warning System (IPAWS),156,177838,IPAWS-OPEN Sustainment and Enhancement,6,onTime,2011-04-14T00:00:00Z,2017-09-30T00:00:00Z,,,0,0,8.3,1.4,1.4,0,0,2012-06-26T00:00:00Z,04:16:44,70013000
024-000009502,855,24,Department of Homeland Security,NPPD - Critical Infrastructure Technology and Architecture (CITA),159,172221,"Protected Critical Infrastructure Information Management System (PCIIMS): Development, Modification, & Enhancement",15,onTime,2004-01-02T00:00:00Z,2019-09-30T00:00:00Z,,,0,0,9.397,0.581,0.581,0,0,2011-10-26T00:00:00Z,05:33:12,1
024-000009502,855,24,Department of Homeland Security,NPPD - Critical Infrastructure Technology and Architecture (CITA),160,172219,Protected Critical Infrastructure Information Management System (PCIIMS): Maintenance,15,onTime,2004-01-02T00:00:00Z,2019-09-30T00:00:00Z,,,0,0,9.397,1.504,1.282,0.222,14.76,2012-04-26T00:00:00Z,06:13:47,2
024-000009502,855,24,Department of Homeland Security,NPPD - Critical Infrastructure Technology and Architecture (CITA),161,172220,"Infrastructure Protection (IP) Gateway: Development, Modification, & Enhancement",9,onTime,2010-01-04T00:00:00Z,2019-09-30T00:00:00Z,,,0,0,24.444,3.257,1.116,2.141,65.74,2012-08-19T00:00:00Z,10:06:06,3
024-000009502,855,24,Department of Homeland Security,NPPD - Critical Infrastructure Technology and Architecture (CITA),162,172223,Infrastructure Protection (IP) Gateway: Maintenance,9,onTime,2010-01-04T00:00:00Z,2019-09-30T00:00:00Z,2012-09-28T00:00:00Z,2012-09-28T00:00:00Z,0,0,24.444,2.356,1.442,0.914,38.79,2012-07-24T00:00:00Z,04:12:58,4
024-000009502,855,24,Department of Homeland Security,NPPD - Critical Infrastructure Technology and Architecture (CITA),163,172222,"Infrastructure Information Collection System (IICS): Development, Modification, & Enhancement",9,onTime,2010-01-04T00:00:00Z,2019-09-30T00:00:00Z,,,0,0,16.612,2.464,2.464,0,0,2012-04-26T00:00:00Z,06:13:47,5
024-000009502,855,24,Department of Homeland Security,NPPD - Critical Infrastructure Technology and Architecture (CITA),164,172573,Infrastructure Information Collection System (IICS): Maintenance,9,onTime,2010-01-04T00:00:00Z,2019-09-30T00:00:00Z,,,0,0,16.612,4.562,3.576,0.986,21.61,2012-04-26T00:00:00Z,06:13:47,6
024-000009502,855,24,Department of Homeland Security,NPPD - Critical Infrastructure Technology and Architecture (CITA),165,172224,Infrastructure Protection (IP) Share: Maintenance,10,onTime,2009-01-10T00:00:00Z,2019-09-30T00:00:00Z,,,0,0,4.735,0.836,0.836,0,0,2012-05-25T00:00:00Z,03:36:02,7
024-000009502,855,24,Department of Homeland Security,NPPD - Critical Infrastructure Technology and Architecture (CITA),166,178158,Automated Critical Asset Management System (ACAMS): Maintenance,13,onTime,2006-01-07T00:00:00Z,2019-09-30T00:00:00Z,,,0,0,10.602,1.75,1.751,-0.001,-0.06,2012-05-25T00:00:00Z,03:36:02,8
024-000009502,855,24,Department of Homeland Security,NPPD - Critical Infrastructure Technology and Architecture (CITA),167,178159,Technical Resource for Incident Prevention Wire (TRIPWire): Maintenance,14,onTime,2005-09-28T00:00:00Z,2019-09-30T00:00:00Z,,,0,0,8.651,1.864,2.16,-0.296,-15.88,2012-05-25T00:00:00Z,03:36:02,9
024-000009502,855,24,Department of Homeland Security,NPPD - Critical Infrastructure Technology and Architecture (CITA),168,178157,Web Emergency Operations Center (WebEOC): Maintenance,9,onTime,2010-01-01T00:00:00Z,2019-09-30T00:00:00Z,,,0,0,6.29,1.38,1.174,0.206,14.93,2012-06-29T00:00:00Z,03:55:41,10
024-000004054,837,24,Department of Homeland Security,USSS - Information Integration and Technology Transformation (IITT),169,170329,IT Modernization,5,onTime,2011-01-10T00:00:00Z,2016-09-30T00:00:00Z,,,0,0,76.44,12.68,11.738,0.942,7.43,2012-05-30T00:00:00Z,04:19:13,1
024-000004054,837,24,Department of Homeland Security,USSS - Information Integration and Technology Transformation (IITT),170,170336,Cyber Security,5,onTime,2011-01-10T00:00:00Z,2016-09-30T00:00:00Z,2012-12-31T00:00:00Z,2012-12-31T00:00:00Z,0,0,33.53,5,5,0,0,2012-05-30T00:00:00Z,04:19:13,2
024-000004054,837,24,Department of Homeland Security,USSS - Information Integration and Technology Transformation (IITT),171,170331,Database Architecture & Maintenance,5,onTime,2011-01-10T00:00:00Z,2016-09-30T00:00:00Z,2012-12-31T00:00:00Z,2012-12-31T00:00:00Z,0,0,76.55,6.303,6.303,0,0,2012-05-30T00:00:00Z,04:19:13,3
024-000004054,837,24,Department of Homeland Security,USSS - Information Integration and Technology Transformation (IITT),172,170335,Information Assurance,5,onTime,2011-01-10T00:00:00Z,2016-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,24.58,3.327,3.325,0.002,0.06,2012-07-27T00:00:00Z,04:37:33,4
024-000004054,837,24,Department of Homeland Security,USSS - Information Integration and Technology Transformation (IITT),173,170332,COLD2,3,onTime,2011-01-10T00:00:00Z,2014-09-30T00:00:00Z,2012-11-30T00:00:00Z,2012-11-30T00:00:00Z,0,0,25,10,10,0,0,2012-05-30T00:00:00Z,04:19:13,5
024-000004054,837,24,Department of Homeland Security,USSS - Information Integration and Technology Transformation (IITT),174,170337,Cross Domain / Multi-Level Security,6,delay,2011-01-10T00:00:00Z,2017-09-30T00:00:00Z,2012-01-06T00:00:00Z,2012-09-30T00:00:00Z,-121,-56.81,65.82,4.5,4.5,0,0,2012-05-30T00:00:00Z,04:19:13,6
024-000004054,837,24,Department of Homeland Security,USSS - Information Integration and Technology Transformation (IITT),175,170333,Communications Capabilities,6,onTime,2011-01-10T00:00:00Z,2017-09-30T00:00:00Z,2012-09-30T00:00:00Z,2012-09-30T00:00:00Z,0,0,167.35,1.8,1.8,0,0,2012-04-27T00:00:00Z,06:09:07,7
